Words,Part,Meaning,Date,Link
illusory,adj.,错觉的,11月28日,481-500.txt
pedant,n.,书呆子,11月28日,481-500.txt
stingy,adj.,吝啬的,11月28日,481-500.txt
tepid,adj.,微温的；不热烈的,11月28日,481-500.txt
prate,v.,唠叨,11月28日,481-500.txt
hackneyed,adj.,陈腐的,11月29日,481-500.txt
forthright,adj.,直接的；坦率的,11月29日,481-500.txt
fetid,adj.,有恶臭的,11月29日,481-500.txt
domicile,n.,住宅,11月29日,481-500.txt
demagogue,n.,煽动者,11月29日,481-500.txt
errant,adj.,错误的,11月29日,501-520.txt
munificient,adj.,慷慨的,11月29日,501-520.txt
entrap,v.,诱骗,11月29日,501-520.txt
maudlin,adj.,感情脆弱的,11月29日,501-520.txt
regimen,n.,养生法,11月29日,501-520.txt
annul,v.,宣告无效；取消,11月29日,501-520.txt
incendiary,n.,防火者；煽动者；,11月29日,501-520.txt
hie,v.,催促,11月29日,501-520.txt
truculent,adj.,好斗的；野蛮的,11月29日,501-520.txt
harrow,n.,耙地,11月29日,501-520.txt
sinew,n.,肌腱,11月29日,501-520.txt
scrawl,n.,潦草的笔记,11月29日,501-520.txt
cordon,n.,警戒线,11月29日,501-520.txt
carp,n.,鲤鱼,11月29日,501-520.txt
interdict,n.,禁止,11月29日,501-520.txt
aver,v.,断言,11月29日,501-520.txt
pathological,adj.,病态的,11月29日,501-520.txt
wrangle,n.,争论,11月29日,501-520.txt
squander,n.,浪费；挥霍,11月29日,501-520.txt
venial,adj.,可原谅的；轻微的,11月29日,501-520.txt
aspirant,n.&adj.,有抱负的人；上进的,11月30日,521-540.txt
swindle,n.&v.,诈骗,11月30日,521-540.txt
palatial,adj.,宏伟的,11月30日,521-540.txt
autocracy,n.,独裁政治,11月30日,521-540.txt
umbrage,n,不快,11月30日,521-540.txt
strident,adj.,刺耳的,11月30日,521-540.txt
cavil,v.,挑剔,11月30日,521-540.txt
pout,n.,撅嘴；板脸,11月30日,521-540.txt
hypnotic,n.&adj.,安眠药；催眠的,11月30日,521-540.txt
verbatim,adj.,逐字的,11月30日,521-540.txt
obloquy,n.,谩骂,11月30日,521-540.txt
onerous,adj.,繁重的,11月30日,521-540.txt
gripe,n.&v.,发牢骚；抱怨,11月30日,521-540.txt
deride,v.,嘲弄,11月30日,521-540.txt
nefarious,adj.,违法的；邪恶的,11月30日,521-540.txt
boor,n.,举止粗野的人,11月30日,521-540.txt
luminary,n.,杰出人物；发光体,11月30日,521-540.txt
certitude,n.,确信,11月30日,521-540.txt
parry,v.,挡开；避开,11月30日,521-540.txt
strut,n.&v.,昂首阔步的走,11月30日,521-540.txt
bluster,v.,咆哮,11月30日,541-560.txt
loquacious,adj.,多话的,11月30日,541-560.txt
paragon,n.,模范,11月30日,541-560.txt
corroborate,v.,证实,12月1日,541-560.txt
abjure,v.,放弃,12月1日,541-560.txt
prescience,n.,先知,12月1日,541-560.txt
vociferous,adj.,大声的,12月1日,541-560.txt
dilatory,adj.,拖拉的,12月1日,541-560.txt
parenthesis,n.,圆括号,12月1日,541-560.txt
cognizant,adj.,已认知的,12月1日,541-560.txt
derelict,adj.,渎职的,12月1日,541-560.txt
bigot,n.,偏执者,12月1日,541-560.txt
drizzle,n.&v.,下毛毛雨,12月1日,541-560.txt
slouch,n.&v.,低垂；达拉,12月1日,541-560.txt
revoke,n.&v.,撤回,12月1日,541-560.txt
rabid,adj.,激烈的；偏激的,12月1日,541-560.txt
trenchant,adj.,犀利的,12月1日,541-560.txt
anathema,n.,诅咒,12月1日,541-560.txt
apprise,v.,通知,12月1日,541-560.txt
cogent,adj.,有说服力的,12月1日,541-560.txt
tirade,n.,长篇攻击性演说,12月1日,561-580.txt
racy,adj.,令人激动的,12月1日,561-580.txt
incantation,n.,咒语,12月1日,561-580.txt
rancor,n.,怨恨,12月1日,561-580.txt
vicarious,adj.,代理的,12月1日,561-580.txt
saunter,v.&n.,漫步,12月1日,561-580.txt
depose,v.,免职,12月1日,561-580.txt
miserly,adj.,贪财的；吝啬的,12月1日,561-580.txt
vapid,adj.,乏味的,12月2日,561-580.txt
coop,n.&v.,拘禁,12月2日,561-580.txt
irate,adj.,发怒的,12月2日,561-580.txt
vaunt,v.,吹嘘,12月2日,561-580.txt
esoteric,adj.,神秘的,12月2日,561-580.txt
dapper,adj.,干净利落的,12月2日,561-580.txt
broach,v.,开始,12月2日,561-580.txt
enamored,adj.,迷恋的,12月2日,561-580.txt
cache,n.&v.,储存场所,12月2日,561-580.txt
diurnal,adj.,白天的,12月2日,561-580.txt
palliate,v.,减轻,12月2日,561-580.txt
accost,v.,搭讪,12月2日,561-580.txt
prowl,n.&v.,徘徊,12月2日,581-600.txt
deprecate,v.,反对,12月2日,581-600.txt
elegy,n.,哀歌,12月2日,581-600.txt
glut,n.&v.,供过于求,12月2日,581-600.txt
animus,n.,憎恨,12月2日,581-600.txt
elucidate,v.,阐明,12月2日,581-600.txt
jocund,adj.,快活的,12月2日,581-600.txt
iridescent,adj.,闪光的.彩虹色的,12月2日,581-600.txt
surfeit,n.,饮食过度,12月2日,581-600.txt
glutton,n.,贪吃者,12月2日,581-600.txt
unimpeachable,adj.,可信的；无可挑剔的,12月2日,581-600.txt
dwindle,v.,减少,12月2日,581-600.txt
inception,n.,起初,12月2日,581-600.txt
captivate,v.,吸引,12月3日,581-600.txt
truss,n.&v.,构架,12月3日,581-600.txt
scurrilous,adj.,下流的,12月3日,581-600.txt
remiss,adj.,疏忽的,12月3日,581-600.txt
whet,n.&v.,刺激；开胃物,12月3日,581-600.txt
virtuoso,n.,艺术品鉴赏家,12月3日,581-600.txt
inane,adj.,无意义的,12月3日,581-600.txt
rant,n.,咆哮；痛骂,12月3日,601-620.txt
glib,adj.,口齿伶俐的,12月3日,601-620.txt
squabble,n.&v.,发生口角,12月3日,601-620.txt
scathing,adj.,严厉的,12月3日,601-620.txt
pedagogue,n.,教师,12月3日,601-620.txt
debonair,adj.,温文尔雅的,12月3日,601-620.txt
abdicate,adj.,放弃权力的,12月3日,601-620.txt
garish,adj.,炫耀的；过分鲜艳的,12月3日,601-620.txt
recondite,adj.,深奥的,12月3日,601-620.txt
dappled,adj.,斑驳的,12月3日,601-620.txt
choleric,adj.,易怒的,12月3日,601-620.txt
grandiose,adj.,浮夸的,12月3日,601-620.txt
daft,adj.,愚蠢的,12月3日,601-620.txt
panacea,n.,灵丹妙药,12月3日,601-620.txt
pithy,adj.,精炼的,12月3日,601-620.txt
dike,n.,提防,12月3日,601-620.txt
sunder,v.,切开.分裂,12月3日,601-620.txt
gliadiate,n.,角斗士,12月3日,601-620.txt
effete,adj.,颓废的,12月4日,601-620.txt
incursion,n.,入侵,12月4日,601-620.txt
charlatan,n.,骗子,12月4日,621-640.txt
liken,v.,比作,12月4日,621-640.txt
puissance,n.,权势,12月4日,621-640.txt
sinecure,n.,闲职,12月4日,621-640.txt
acme,n.,顶点,12月4日,621-640.txt
captious,v.,挑剔的,12月4日,621-640.txt
badinage,n.,开玩笑,12月4日,621-640.txt
flout,n.,嘲笑,12月4日,621-640.txt
nascent,adj.,萌芽,12月4日,621-640.txt
engender,v.,产生,12月4日,621-640.txt
palaver,n.&v.,废话；闲谈；奉承,12月4日,621-640.txt
scribble,adj.,潦草的；（写）,12月4日,621-640.txt
halcyon,adj.,平静的,12月5日,621-640.txt
watershed,n.,分水岭,12月5日,621-640.txt
dilettante,n.,半吊子,12月5日,621-640.txt
peroration,n.,结尾；结论,12月5日,621-640.txt
contravene,v.,抵触；违反,12月5日,621-640.txt
digress,v.,离题,12月5日,621-640.txt
infraction,n.,违法,12月5日,621-640.txt
opprobrious,adj.,辱骂的,12月5日,621-640.txt
capitulate,v.,认输；屈服,12月5日,641-660.txt
smug,adj.,自鸣得意,12月5日,641-660.txt
trudge,n.&v.,长途跋涉,12月5日,641-660.txt
fad,n.,风尚,12月5日,641-660.txt
omniscient,adj.,无所不知的,12月5日,641-660.txt
pertinacious,adj.,顽固的,12月5日,641-660.txt
balk,v.,畏缩；障碍,12月5日,641-660.txt
outwit,v.,以机智胜过,12月5日,641-660.txt
travesty,n.,滑稽模仿,12月5日,641-660.txt
augur,n.&v.,预言,12月5日,641-660.txt
pandemonium,n.,混乱,12月5日,641-660.txt
circumvent,v.,规避,12月5日,641-660.txt
mercurial,adj.,善变的,12月5日,641-660.txt
innocuous,adj.,无害的,12月5日,641-660.txt
cede,v.,放弃；割让,12月5日,641-660.txt
gregarious,adj.,群居的,12月5日,641-660.txt
recalcitrant,adj.,顽抗的,12月6日,641-660.txt
blatant,adj.,喧哗的；明目张胆的,12月6日,641-660.txt
tarnish,n.,弄脏,12月6日,641-660.txt
nonchalant,adj.,若无其事的,12月6日,641-660.txt
welter,n.&v.,翻滚；起伏,12月6日,661-680.txt
bombast,n.,高调,12月6日,661-680.txt
knead,v.,揉捏,12月6日,661-680.txt
surreptitious,adj.,鬼鬼祟祟的,12月6日,661-680.txt
tantamound,adj.,相等的,12月6日,661-680.txt
squeamish,adj.,害怕的,12月6日,661-680.txt
frothy,adj.,起泡的,12月6日,661-680.txt
historionic,adj.,戏剧的；装腔作势的,12月6日,661-680.txt
amorphous,adj.,无定形的,12月6日,661-680.txt
unrequited,adj.,无回报的,12月6日,661-680.txt
quibble,n.&v.,诡辩,12月6日,661-680.txt
slake,v.,解渴,12月6日,661-680.txt
crutch,n.&v.,拐杖；支撑,12月6日,661-680.txt
crux,v.&n.,关键,12月6日,661-680.txt
debase,n.,贬低.降低,12月6日,661-680.txt
expedite,v.,加快；促进,12月6日,661-680.txt
dally,v.,闲荡,12月6日,661-680.txt
nettle,v.&n.,刺激；荨麻,12月6日,661-680.txt
discursive,adj.,杂乱的,12月6日,661-680.txt
harbinger,n.&v.,先驱；预告,12月6日,661-680.txt
pellucid,adj.,透明的.清晰的,12月7日,681-700.txt
abstemious,adj.,有节制的.节约的,12月7日,681-700.txt
quaff,v.,痛饮,12月7日,681-700.txt
lug,v.,拖拉,12月7日,681-700.txt
deleterious,adj.,有害的,12月7日,681-700.txt
prolix,adj.,冗长的,12月7日,681-700.txt
mangy,adj.,污秽的.肮脏的,12月7日,681-700.txt
pseudonym,n.,假名,12月7日,681-700.txt
quandary,n.,困惑,12月7日,681-700.txt
subjugate,v.,征服,12月7日,681-700.txt
veneer,n.,掩饰层,12月8日,681-700.txt
idiosyncrasy,n.,特殊癖好,12月8日,681-700.txt
compendium,n.,纲要,12月8日,681-700.txt
stoic,n.,禁欲主义者,12月8日,681-700.txt
aphorism,n.,格言,12月8日,681-700.txt
encumber,v,阻塞；妨害,12月8日,681-700.txt
gloat,v,窃喜,12月8日,681-700.txt
vertigo,n.,眩晕,12月8日,681-700.txt
discretionary,adj.,分立的,12月8日,681-700.txt
dulcet,adj.,美妙的,12月8日,681-700.txt
circumlocution,n.,委婉曲折的说法,12月9日,701-720.txt
bootless,adj.,无用的,12月9日,701-720.txt
salubrious,adj.,清爽的,12月9日,701-720.txt
contentious,adj.,好争论的,12月9日,701-720.txt
misdemeanor,n.,轻罪；品行不端,12月9日,701-720.txt
pusillanimous,adj.,懦弱的；胆小的,12月9日,701-720.txt
delineate,v.,画出轮廓,12月9日,701-720.txt
parsimonious,adj.,小气的；太节省的,12月9日,701-720.txt
disconcert,v.,使惊慌失措；破坏,12月11日,701-720.txt
ill.bred,adj.,没有教养的,12月11日,701-720.txt
diaphanous,adj.,透明的,12月11日,701-720.txt
agape,adj.,张口结舌,12月11日,701-720.txt
callow,adj.,没经验的,12月11日,701-720.txt
foible,n.,缺点,12月11日,701-720.txt
acrimonious,adj.,严厉的,12月11日,701-720.txt
vim,n.,活力,12月11日,701-720.txt
waylay,v.,伏击.埋伏,12月11日,701-720.txt
eschew,v.,避开,12月11日,701-720.txt
sluggard,n.,懒鬼；游手好闲的人；,12月11日,701-720.txt
disavow,v.,不承认,12月11日,701-720.txt
largesse,n.,慷慨援助,12月11日,721-740.txt
altruism,n.,利他主义,12月11日,721-740.txt
smirk,n.&v.,傻笑,12月11日,721-740.txt
synopsis,n.,摘要,12月11日,721-740.txt
xenophobe,n.,仇视外国人的,12月11日,721-740.txt
cower,v.,畏缩,12月11日,721-740.txt
flippancy,n.,轻率,12月11日,721-740.txt
lush,adj.,草木茂盛的,12月11日,721-740.txt
cameo,n.,浮雕玉石,12月11日,721-740.txt
effusive,adj.,流出的,12月11日,721-740.txt
crescendo,n.,高潮；音乐渐强,12月11日,721-740.txt
antediluvian,adj.&n.,史前的,12月11日,721-740.txt
nudge,v.,轻推,12月12日,721-740.txt
barrage,v.&n.,阻击,12月12日,721-740.txt
viscid,adj.,粘的,12月12日,721-740.txt
diabolic,adj.,恶魔的,12月12日,721-740.txt
ramshackle,adj.,摇摇欲坠的,12月12日,721-740.txt
doff,v.,脱掉（外衣、帽子）,12月12日,721-740.txt
vendor,n.,小贩,12月12日,721-740.txt
prudish,adj.,装正经的,12月12日,721-740.txt
agog,adj.,兴奋的,12月12日,741-760.txt
abase,v.,贬低地位,12月12日,741-760.txt
crease,n.,皱痕,12月12日,741-760.txt
coma,n.,昏迷状态,12月12日,741-760.txt
plod,v.,沉重的走,12月12日,741-760.txt
impecunious,adj.,贫困的,12月12日,741-760.txt
fiasco,n.,大失败,12月12日,741-760.txt
abysmal,adj.,糟透的,12月12日,741-760.txt
encomium,n.,赞美,12月12日,741-760.txt
falccid,adj.,软弱的,12月12日,741-760.txt
cajole,v.,勾引；哄骗,12月12日,741-760.txt
vicissitude,n.,变迁；沧桑,12月12日,741-760.txt
madcap,n.,鲁莽的；热爱冒险的人,12月12日,741-760.txt
dolt,n.,笨蛋,12月12日,741-760.txt
ravish,v.,强奸,12月12日,741-760.txt
hallow,v.,尊敬；视为神圣,12月12日,741-760.txt
dour,adj.,严厉的；阴沉的,12月12日,741-760.txt
glutinous,adj.,粘的,12月13日,741-760.txt
decry,v.,谴责.责难,12月13日,741-760.txt
obstreperous,adj.,吵闹的；喧嚣的,12月13日,741-760.txt
prude,n.,过分守礼的人,12月13日,761-780.txt
polemic,n.&adj.,驳斥；争论；争论的,12月13日,761-780.txt
testy,adj.,性急的.暴躁的,12月13日,761-780.txt
grovel,v.,摇尾乞怜,12月13日,761-780.txt
bromide,n.,溴化物,12月13日,761-780.txt
veer,n.&v.,转向,12月13日,761-780.txt
cryptic,adj.,神秘的,12月13日,761-780.txt
unctuous,adj.,油腔滑调的；虚情假意的,12月13日,761-780.txt
coalesce,v.,联合,12月13日,761-780.txt
chromatic,adj.,彩色的,12月13日,761-780.txt
hyperbole,n.,夸张,12月13日,761-780.txt
sloppy,adj.,泥泞的；粗心的,12月13日,761-780.txt
reciprocate,v.,互换；,12月13日,761-780.txt
wheedle,v.,诱惑.欺骗,12月13日,761-780.txt
recant,v.,宣布放弃,12月13日,761-780.txt
effulgent,adj.,光辉的,12月13日,761-780.txt
piebalt,adj.,花斑的,12月13日,761-780.txt
satiate,v.&adj.,饱足的,12月13日,761-780.txt
condone,v.,宽恕,12月13日,761-780.txt
fallible,adj.,会犯错的,12月13日,761-780.txt
disgorge,v.,涌出,12月13日,781-800.txt
pariah,n.,被排斥的人,12月14日,781-800.txt
mollify,v.,安抚,12月14日,781-800.txt
turpitude,n.,邪恶.卑鄙的认为,12月14日,781-800.txt
crass,adj.,粗鲁的,12月14日,781-800.txt
eclectic,adj.,折衷的,12月14日,781-800.txt
rubicund,adj.,红润的,12月14日,781-800.txt
tyro,adj.,新手,12月14日,781-800.txt
rapport,n.,密切关系,12月14日,781-800.txt
neophyte,n.,初学者；新入教的,12月14日,781-800.txt
clot,v.,凝块,12月14日,781-800.txt
hegemony,n.,霸权；领导权,12月14日,781-800.txt
chameleon,n.,变色龙,12月14日,781-800.txt
fracas,n.,吵闹；争论,12月14日,781-800.txt
conundrum,n.,难题；谜语,12月14日,781-800.txt
sedulous,adj.,聚精会神的,12月14日,781-800.txt
gobble,v.,狼吞虎咽,12月14日,781-800.txt
ameliorate,v.,改善；改良,12月14日,781-800.txt
quixotic,adj.,堂吉诃德式的,12月14日,781-800.txt
pall,n.&v.,幕布；遮盖,12月14日,781-800.txt
abet,v.,唆使；怂恿,12月14日,801-820.txt
maelstrom,n.,大漩涡,12月14日,801-820.txt
dyspeptic,adj.&n.,消化不良（的）,12月14日,801-820.txt
antic,adj.,古怪的；滑稽可笑的,12月14日,801-820.txt
exonerate,v.,使免罪,12月14日,801-820.txt
jabber,n.&v.,急急忙忙的说,12月15日,801-820.txt
impugn,v.,指责；怀疑,12月15日,801-820.txt
connive,v.,默许.共谋,12月15日,801-820.txt
inconsequential,adj.,不重要的；不合理的,12月15日,801-820.txt
contumacious,adj.,顽固的；违抗的,12月15日,801-820.txt
refulgent,adj.,辉煌的；灿烂的,12月15日,801-820.txt
grandiloquent,adj.,夸张的,12月15日,801-820.txt
invigorate,v.,使精力充沛,12月15日,801-820.txt
delve,n.&v.,挖；洞,12月15日,801-820.txt
dabble,v.,在水边玩,12月15日,801-820.txt
infuriate,v.,极为愤怒,12月15日,801-820.txt
egoistic,adj.,自我为中心,12月15日,801-820.txt
abrogate,n.&v.,废除,12月15日,801-820.txt
hanker,v.,渴望；追求,12月15日,801-820.txt
protuberant,adj.,突出的；隆起的,12月15日,801-820.txt
paean,n.,欢乐颂；赞美歌,12月15日,821-840.txt
laudatory,adj.,表扬的；赞扬的,12月15日,821-840.txt
sulk,n.&v.,生气；愠怒,12月15日,821-840.txt
favoritism,n.,偏爱,12月15日,821-840.txt
exorcise,v.,驱邪,12月15日,821-840.txt
ironclad,adj.,坚固的；装铁甲的,12月15日,821-840.txt
hearten,v.,鼓励,12月15日,821-840.txt
impeccable,adj.,没有瑕疵的,12月15日,821-840.txt
promulgate,v.,公布；传播,12月15日,821-840.txt
moribund,adj.,濒临失败的；,12月15日,821-840.txt
brandish,v.&n.,挥舞,12月16日,821-840.txt
compliant,adj.,顺从的,12月16日,821-840.txt
idyll,n.,田园诗,12月16日,821-840.txt
lampoon,n.&v.,讽刺文章,12月16日,821-840.txt
vacuous,adj.,空虚的；空的,12月16日,821-840.txt
furor,n.,狂热,12月16日,821-840.txt
sycophant,n.,马屁精,12月16日,821-840.txt
temporize,v.,拖延；妥协,12月16日,821-840.txt
hoodwink,v.,欺骗；蒙蔽,12月16日,821-840.txt
peripatetic,adj.,漫游的；逍遥学派的,12月16日,821-840.txt
gambol,n.,嬉戏,12月16日,841-860.txt
shackle,n.,枷锁,12月16日,841-860.txt
saccharine,adj.,像糖一样的；矫情的,12月16日,841-860.txt
singe,n.&v.,烧焦,12月16日,841-860.txt
elephantine,adj.,巨大的；笨拙的,12月16日,841-860.txt
endemic,adj.,地方性的,12月16日,841-860.txt
ruminate,v.,反刍；深思,12月16日,841-860.txt
desecrate,v.,亵渎,12月16日,841-860.txt
estrange,v.,使疏远,12月16日,841-860.txt
detritus,n.,碎石,12月16日,841-860.txt
nugatory,adj.,无价值的；琐碎的,12月16日,841-860.txt
nadir,n.,最低点,12月16日,841-860.txt
mellifluous,adj.,优美的,12月16日,841-860.txt
unwitting,adj.,不知情的；无意的,12月16日,841-860.txt
cachet,n.,证明品质优良的标志,12月16日,841-860.txt
vitiate,v.,污损；损坏,12月17日,841-860.txt
rescind,v.,废除；撤回,12月17日,841-860.txt
abominate,v.&n.,憎恶（者）,12月17日,841-860.txt
drivel,n.&v.,胡言乱语,12月17日,841-860.txt
blurt,v.,突然说出,12月17日,841-860.txt
countermand,v.,撤回.取消,12月17日,861-880.txt
swill,n.&v.,痛饮；,12月17日,861-880.txt
clement,adj.,天气温和,12月17日,861-880.txt
soporific,adj.,催眠的,12月17日,861-880.txt
rankle,v.,怨恨,12月17日,861-880.txt
stickler,n.,坚持细节的人,12月17日,861-880.txt
natty,adj.,整洁的；干净的,12月17日,861-880.txt
vilify,v.,辱骂；诽谤,12月17日,861-880.txt
tenuous,adj.,脆弱的；稀薄的,12月17日,861-880.txt
disabuse,v.,解迷惑；释疑,12月17日,861-880.txt
placate,v.,安抚,12月17日,861-880.txt
dissonance,n.,不一致；,12月17日,861-880.txt
rigmarole,n.,冗长无聊的废话,12月17日,861-880.txt
malcontent,n.&adj.,不满的（人）,12月17日,861-880.txt
recuperate,v.,恢复健康；重新得到,12月17日,861-880.txt
inchoate,adj.,没有充分发展的；早期的,12月17日,861-880.txt
archetype,n.,典型,12月17日,861-880.txt
martinet,n.,纪律严明的人,12月17日,861-880.txt
seminal,adj.,重要的；精液的；种子的,12月17日,861-880.txt
mawkish,adj.,令人厌恶的；伤感的,12月17日,861-880.txt
splice,v.&n.,衔接处,12月18日,881-900.txt
euphemism,n.,委婉的说法,12月18日,881-900.txt
apocalyptic,adj.,预示灾祸的,12月18日,881-900.txt
comity,n.,社会和谐,12月18日,881-900.txt
perquisite,n.,固定津贴,12月18日,881-900.txt
tiff,n.,口角,12月18日,881-900.txt
verve,n.,热情,12月18日,881-900.txt
ratiocination,n.,推理,12月18日,881-900.txt
adulterate,v.&n.,掺假,12月18日,881-900.txt
vagary,n.,独特行为,12月18日,881-900.txt
plethora,n.,过多,12月18日,881-900.txt
suture,v.&n.,缝合,12月18日,881-900.txt
instigate,v.,煽动,12月18日,881-900.txt
somatic,adj.,肉体的,12月18日,881-900.txt
camaraderie,n.,友情,12月18日,881-900.txt
amalgamate,v.,合并,12月18日,881-900.txt
diocesan,adj.,主教管区的,12月18日,881-900.txt
septic,adj.,受感染的,12月18日,881-900.txt
forebode,v.,预兆,12月18日,881-900.txt
gauche,adj.,笨拙的,12月18日,881-900.txt
sapient,adj.,聪明的,12月18日,901-920.txt
mendacious,adj.,虚假的；撒谎的,12月18日,901-920.txt
persiflage,n.,挖苦,12月18日,901-920.txt
inveigle,v.,诱骗；诱惑,12月18日,901-920.txt
lachrymose,adj.,催泪的,12月19日,901-920.txt
feral,adj.,野生的,12月19日,901-920.txt
oscillate,v.,犹豫；摆动,12月19日,901-920.txt
exigent,adj.,迫近的；紧急的,12月19日,901-920.txt
curmudgeon,n.,脾气暴躁的人,12月19日,901-920.txt
malodorous,adj.,有恶臭的,12月19日,901-920.txt
pilfer,v.,偷窃,12月19日,901-920.txt
caveat,n.,警告,12月19日,901-920.txt
waddle,v.,小步摇摆走,12月19日,901-920.txt
euphonious,adj.,好听的；悦耳的,12月19日,901-920.txt
shipshape,adj.,整整齐齐的,12月19日,901-920.txt
croon,v.,低声说话或者唱歌,12月19日,901-920.txt
vignette,n.,小插图,12月19日,901-920.txt
stigmatize,v.,污蔑,12月19日,901-920.txt
hone,n.&v.,磨刀（石）,12月19日,901-920.txt
diatribe,n.,诽谤.恶骂,12月19日,901-920.txt
therapeutic,adj.,治疗的,12月19日,921-940.txt
meander,n.&v.,蜿蜒而行,12月19日,921-940.txt
inure,v.,使适应,12月19日,921-940.txt
pivotal,adj.,关键的,12月19日,921-940.txt
browbeat,v.,恫吓,12月19日,921-940.txt
verbose,adj.,冗长的；啰嗦的,12月19日,921-940.txt
savvy,adj.&n.&v.,老练.机智,12月19日,921-940.txt
doctrinaire,adj.,教条主义的,12月19日,921-940.txt
stultify,v.,愚弄,12月20日,921-940.txt
filibuster,n.&v.,冗长演说,12月20日,921-940.txt
fledgling,n.,刚学飞的鸟；新手,12月20日,921-940.txt
lacerate,v.,划破.撕裂,12月20日,921-940.txt
antagonize,v.,敌对；反抗,12月20日,921-940.txt
embolden,v.,鼓励；使勇敢,12月20日,921-940.txt
enunciate,v.,发音,12月20日,921-940.txt
cloying,adj.,甜的发腻,12月20日,921-940.txt
germane,adj.,有密切关系的,12月20日,921-940.txt
toady,n.,谄媚,12月20日,921-940.txt
fulminate,v.,怒骂,12月20日,921-940.txt
eleemosynary,adj.,施舍的,12月20日,921-940.txt
oaf,n.,愚蠢的人,12月20日,941-960.txt
iconoclast,n.,攻击传统观念或者风俗的人,12月20日,941-960.txt
fluster,n.&v.,慌乱,12月20日,941-960.txt
bawdy,adj.,讲黄色笑话的,12月20日,941-960.txt
cornucopia,n.,象征丰收的羊角,12月20日,941-960.txt
enervate,v.,使虚弱,12月20日,941-960.txt
congeal,v.,凝结,12月20日,941-960.txt
proscribe,v.,剥夺权力；禁止,12月20日,941-960.txt
teeming,adj.,多产的；丰富的；热闹的,12月20日,941-960.txt
aggrandize,v.,增大；夸大,12月20日,941-960.txt
imbroglio,n.,纠纷,12月20日,941-960.txt
charade,n.,看手势猜字谜,12月20日,941-960.txt
nexus,n.,关系.连结,12月21日,941-960.txt
parch,v.,烤干,12月21日,941-960.txt
tantalize,v.,挑逗,12月21日,941-960.txt
narcissism,n.,自恋,12月21日,941-960.txt
abscond,v.,逃匿.潜逃,12月21日,941-960.txt
roster,n.&v.,花名册,12月21日,941-960.txt
cherubic,adj.,可爱的,12月21日,941-960.txt
disperate,adj.,不同的,12月21日,941-960.txt
rile,v.,刺激；惹怒,12月21日,961-980.txt
distal,adj.,末梢的,12月21日,961-980.txt
goggle,n.,睁大眼睛看,12月21日,961-980.txt
bash,n.&v.,猛击,12月21日,961-980.txt
gullible,adj.,易受骗的,12月21日,961-980.txt
bumptious,adj.,专横傲慢的,12月21日,961-980.txt
accolade,n.&v.,同意.赞赏,12月21日,961-980.txt
prevaricate,v.,支吾.搪塞,12月21日,961-980.txt
misconstrue,v.,误解,12月21日,961-980.txt
poach,v.,水煮,12月21日,961-980.txt
